0.000000,0.000000,0.000000
219.740502,0.000230,4.177065
45.210918,0.000223,-16.008996
344.552786,0.002015,277.614966
82.835513,0.000823,-105.619541
195.714265,0.002272,-167.695290
54.905299,0.001194,3.787797
54.367901,0.001395,19.827115
180.654802,0.005748,87.668511
337.379679,0.013867,250.431996
58.275436,0.002465,-71.623522
163.340611,0.007093,174.794001
249.053791,0.011854,-180.684145
92324.572681,4.479602,-38421.000238
205.757228,0.011592,-1.294444
330.967791,0.019386,405.679188
104.213023,0.006186,-88.043115
432.180555,0.026167,-615.258523
44.710765,0.002748,-3.168578
195.693937,0.012139,154.572221
88.585212,0.006498,38.571692
187.547402,0.014488,26.382216
207.454291,0.016923,-241.633371
83.962898,0.007285,19.866919
96.770960,0.008599,-41.982243
58.243132,0.005388,-56.818362
98.064830,0.009595,-23.350361
80.870736,0.008074,-71.041209
143.966800,0.014611,-135.961029
269.397506,0.028898,-311.088144
181.293500,0.020276,164.049778
306.414125,0.034970,14.318687
203.463162,0.023338,259.854810
111.874170,0.012908,-20.658692
66.541410,0.007709,33.784832
140.725139,0.016859,-36.369061
180.289186,0.021690,39.201060
259.428603,0.031795,-279.957074
8.026524,0.001041,-41.532715
88.606577,0.011575,-26.578205
212.959674,0.028884,296.389157
38724.553506,5.495507,92197.662256
147.055308,0.021462,71.231111
69.024616,0.010352,117.460144
335.011925,0.051746,-19.353760
19.043624,0.002972,-59.323611
751.386961,0.117660,-360.363720
22.291900,0.003504,-34.111837
508.887711,0.080069,-437.565308
360.141897,0.058482,107.835725
35.677485,0.005936,-47.513999
99982.684499,16.684204,1860.785338
47.087828,0.008038,-204.286993
87238.157507,14.964045,-48882.549553
47.752208,0.008476,15.486990
25.702301,0.004732,-59.631862
253.805174,0.048116,0.987530
10.374232,0.002030,-28.009080
18.112478,0.003660,34.318372
56320.216273,11.431979,82631.913377
74.190995,0.015144,-155.306013
105.598172,0.021654,144.398683
216.626684,0.045363,-219.847133
132.325806,0.027989,133.501174
215.537449,0.046289,-114.157728
31.509680,0.006873,-44.718378
38.642517,0.008476,-121.216080
137.863702,0.031973,60.054225
30.207360,0.007044,9.228513
157.687413,0.036953,92.499454
134.842633,0.031800,100.793120
109.717710,0.026432,82.019936
85.679933,0.021924,-19.511553
110.132075,0.028244,257.553214
36.133003,0.009344,26.014553
408.204447,0.106027,-494.249874
290.769563,0.077209,187.572518
180.681631,0.048472,-104.586562
675.011869,0.182455,217.604711
221.129774,0.060663,156.665513
71.548416,0.020214,-14.978184
43.620655,0.012355,-3.764562
98183.978833,28.333220,-18971.175443
333.996134,0.096405,428.736791
42.230150,0.012400,22.346816
276.952899,0.082536,-127.466386
94.963144,0.028774,255.396031
338.373767,0.102955,-34.579614
119.738144,0.037494,-136.823366
348.538024,0.112398,465.340443
84.309942,0.027474,-75.613910
299.623079,0.097800,-30.827464
378.708394,0.128090,-143.143909
61.199442,0.020818,-0.081283
76.313466,0.026192,-49.099347
146.011590,0.051309,-30.939940
34.109004,0.012103,8.488580
105.702618,0.037779,-139.250873
167.753174,0.059997,-65.755406
433.877467,0.159547,762.376467
173.338449,0.063810,62.204960
80.648283,0.030003,-88.923427
213.419083,0.079582,-188.733860
40.504724,0.015182,-102.152832
82.907687,0.031510,-51.604727
90.259829,0.034429,261.081237
128.350120,0.049312,152.861779
106.200658,0.041251,-128.089230
33996.474913,13.314191,-94043.817002
171.499690,0.069162,20.424207
38.232956,0.015509,31.641102
31.804300,0.012941,21.680663
30.728196,0.012787,-9.364328
65592.188924,27.904493,75482.872053
101.240628,0.043781,60.197847
117.618965,0.050990,-230.076620
104.142191,0.045481,-69.698100
279.385517,0.123675,-891.842123
76.590600,0.034452,-12.720744
110.591189,0.050208,109.345177
290.429369,0.133800,-293.945733
198.970943,0.091780,107.689547
14.902343,0.006923,-64.888650
51.622112,0.024034,161.137790
454.155510,0.213612,826.885190
171.874145,0.080931,-140.861555
290.560570,0.138217,75.860439
55.717239,0.026722,-63.950088
19.967661,0.009618,67.896123
166.489384,0.080514,15.658166
262.972070,0.127989,-156.095082
58.722476,0.028691,110.525085
391.716800,0.192352,-270.767989
159.576960,0.078625,-134.608286
861.898274,0.426408,-17.150641
50.074732,0.024867,-0.190331
164.573924,0.082089,74.145913
276.719750,0.139322,252.389045
158.195134,0.080517,-46.954642
160.071494,0.082936,386.579925
41.759069,0.022007,-103.904622
186.436943,0.098373,137.204013
23.976821,0.012659,54.636357
90.854372,0.048114,369.213880
42.379612,0.022467,16.661744
139.081393,0.073799,-7.355897
238.814291,0.126677,-115.439776
93341.609305,50.618343,35879.540272
40.908633,0.022749,19.956055
247.050570,0.137638,68.645749
96.745289,0.054068,-73.513430
167.021212,0.094142,-89.297006
172.997762,0.097529,38.843633
101.581322,0.057301,-90.231812
131.721298,0.075112,-13.877178
216.022310,0.123459,225.810975
133.855854,0.077392,266.813290
175.947335,0.102450,-16.055581
121.207935,0.070623,-94.364200
62.388210,0.037087,-3.014370
